bearing_deg,horizon_deg
218.5000,7.6952
218.5500,7.7039
218.6000,7.7117
218.6500,7.7170
218.7000,7.7227
218.7500,7.7288
218.8000,7.7354
218.8500,7.7425
218.9000,7.7501
218.9500,7.7602
219.0000,7.7717
219.0500,7.7830
219.1000,7.7927
219.1500,7.8009
219.2000,7.8088
219.2500,7.8211
219.3000,7.8340
219.3500,7.8468
219.4000,7.8596
219.4500,7.8703
219.5000,7.8755
219.5500,7.8811
219.6000,7.8873
219.6500,7.8938
219.7000,7.9001
219.7500,7.9074
219.8000,7.9157
219.8500,7.9248
219.9000,7.9325
219.9500,7.9402
220.0000,7.9479
220.0500,7.9555
220.1000,7.9613
220.1500,7.9670
220.2000,7.9765
220.2500,7.9893
220.3000,7.9992
220.3500,8.0123
220.4000,8.0271
220.4500,8.0433
220.5000,8.0610
220.5500,8.0757
220.6000,8.0906
220.6500,8.1059
220.7000,8.1142
220.7500,8.1199
220.8000,8.1255
220.8500,8.1315
220.9000,8.1380
220.9500,8.1456
221.0000,8.1551
221.0500,8.1658
221.1000,8.1755
221.1500,8.1875
221.2000,8.1993
221.2500,8.2124
221.3000,8.2269
221.3500,8.2429
221.4000,8.2589
221.4500,8.2735
221.5000,8.2845
221.5500,8.2950
221.6000,8.3053
221.6500,8.3149
221.7000,8.3250
221.7500,8.3355
221.8000,8.3465
221.8500,8.3550
221.9000,8.3632
221.9500,8.3718
222.0000,8.3817
222.0500,8.3942
222.1000,8.4070
222.1500,8.4175
222.2000,8.4274
222.2500,8.4383
222.3000,8.4470
222.3500,8.4578
222.4000,8.4691
222.4500,8.4799
222.5000,8.4893
222.5500,8.4973
222.6000,8.5048
222.6500,8.5097
222.7000,8.5110
222.7500,8.5129
222.8000,8.5152
222.8500,8.5191
222.9000,8.5291
222.9500,8.5406
223.0000,8.5535
223.0500,8.5667
223.1000,8.5777
223.1500,8.5896
223.2000,8.6025
223.2500,8.6158
223.3000,8.6287
223.3500,8.6426
223.4000,8.6574
223.4500,8.6708
223.5000,8.6802
223.5500,8.6891
223.6000,8.6984
223.6500,8.7082
223.7000,8.7184
223.7500,8.7289
223.8000,8.7404
223.8500,8.7550
223.9000,8.7705
223.9500,8.7860
224.0000,8.8012
224.0500,8.8165
224.1000,8.8318
224.1500,8.8471
224.2000,8.8616
224.2500,8.8741
224.3000,8.8861
224.3500,8.8976
224.4000,8.9088
224.4500,8.9202
224.5000,8.9322
224.5500,8.9446
224.6000,8.9576
224.6500,8.9691
224.7000,8.9803
224.7500,8.9915
224.8000,9.0027
224.8500,9.0140
224.9000,9.0280
224.9500,9.0439
225.0000,9.0553
225.0500,9.0687
225.1000,9.0816
225.1500,9.0938
225.2000,9.1061
225.2500,9.1183
225.3000,9.1308
225.3500,9.1471
225.4000,9.1628
225.4500,9.1779
225.5000,9.1921
225.5500,9.2053
225.6000,9.2180
225.6500,9.2345
225.7000,9.2487
225.7500,9.2629
225.8000,9.2775
225.8500,9.2933
225.9000,9.3145
225.9500,9.3367
226.0000,9.3598
226.0500,9.3819
226.1000,9.3964
226.1500,9.4108
226.2000,9.4253
226.2500,9.4398
226.3000,9.4533
226.3500,9.4676
226.4000,9.4828
226.4500,9.4963
226.5000,9.5099
226.5500,9.5239
226.6000,9.5383
226.6500,9.5532
226.7000,9.5685
226.7500,9.5842
226.8000,9.5995
226.8500,9.6146
226.9000,9.6307
226.9500,9.6477
227.0000,9.6651
227.0500,9.6825
227.1000,9.7004
227.1500,9.7159
227.2000,9.7255
227.2500,9.7313
227.3000,9.7416
227.3500,9.7544
227.4000,9.7665
227.4500,9.7797
227.5000,9.7874
227.5500,9.7971
227.6000,9.8082
227.6500,9.8205
227.7000,9.8343
227.7500,9.8495
227.8000,9.8661
227.8500,9.8797
227.9000,9.8940
227.9500,9.9097
228.0000,9.9268
228.0500,9.9453
228.1000,9.9642
228.1500,9.9837
228.2000,10.0001
228.2500,10.0179
228.3000,10.0375
228.3500,10.0549
228.4000,10.0723
228.4500,10.0906
228.5000,10.1099
228.5500,10.1198
228.6000,10.1277
228.6500,10.1364
228.7000,10.1460
228.7500,10.1565
228.8000,10.1680
228.8500,10.1773
228.9000,10.1861
228.9500,10.1965
229.0000,10.2088
229.0500,10.2229
229.1000,10.2389
229.1500,10.2568
229.2000,10.2766
229.2500,10.2928
229.3000,10.3102
229.3500,10.3238
229.4000,10.3386
229.4500,10.3552
229.5000,10.3738
229.5500,10.3940
229.6000,10.4094
229.6500,10.4251
229.7000,10.4413
229.7500,10.4579
229.8000,10.4749
229.8500,10.4828
229.9000,10.4899
229.9500,10.4969
230.0000,10.5068
230.0500,10.5194
230.1000,10.5349
230.1500,10.5532
230.2000,10.5743
230.2500,10.5957
230.3000,10.6140
230.3500,10.6280
230.4000,10.6396
230.4500,10.6525
230.5000,10.6668
230.5500,10.6826
230.6000,10.6983
230.6500,10.7139
230.7000,10.7305
230.7500,10.7480
230.8000,10.7664
230.8500,10.7836
230.9000,10.7959
230.9500,10.8054
231.0000,10.8155
231.0500,10.8274
231.1000,10.8410
231.1500,10.8551
231.2000,10.8710
231.2500,10.8884
231.3000,10.8982
231.3500,10.9099
231.4000,10.9126
231.4500,10.9151
231.5000,10.9199
231.5500,10.9271
231.6000,10.9365
231.6500,10.9485
231.7000,10.9632
231.7500,10.9807
231.8000,11.0010
231.8500,11.0241
231.9000,11.0452
231.9500,11.0458
232.0000,11.0447
232.0500,11.0468
232.1000,11.0521
232.1500,11.0607
232.2000,11.0713
232.2500,11.0844
232.3000,11.0887
232.3500,11.0953
232.4000,11.1041
232.4500,11.1087
232.5000,11.1113
232.5500,11.1166
232.6000,11.1210
232.6500,11.1211
232.7000,11.1219
232.7500,11.1231
232.8000,11.1257
232.8500,11.1297
232.9000,11.1350
232.9500,11.1397
233.0000,11.1402
233.0500,11.1412
233.1000,11.1446
233.1500,11.1502
233.2000,11.1582
233.2500,11.1680
233.3000,11.1798
233.3500,11.1929
233.4000,11.2067
233.4500,11.2183
233.5000,11.2299
233.5500,11.2433
233.6000,11.2593
233.6500,11.2779
233.7000,11.2978
233.7500,11.3190
233.8000,11.3412
233.8500,11.3637
233.9000,11.3864
233.9500,11.4066
234.0000,11.4281
234.0500,11.4509
234.1000,11.4703
234.1500,11.4875
234.2000,11.5044
234.2500,11.5144
234.3000,11.5239
234.3500,11.5350
234.4000,11.5475
234.4500,11.5622
234.5000,11.5791
234.5500,11.5947
234.6000,11.6047
234.6500,11.6141
234.7000,11.6219
234.7500,11.6315
234.8000,11.6429
234.8500,11.6561
234.9000,11.6632
234.9500,11.6702
235.0000,11.6792
235.0500,11.6903
235.1000,11.7037
235.1500,11.7193
235.2000,11.7320
235.2500,11.7317
235.3000,11.7337
235.3500,11.7378
235.4000,11.7441
235.4500,11.7526
235.5000,11.7616
235.5500,11.7606
235.6000,11.7623
235.6500,11.7666
235.7000,11.7735
235.7500,11.7830
235.8000,11.7883
235.8500,11.7779
235.9000,11.7789
235.9500,11.7818
236.0000,11.7843
236.0500,11.7860
236.1000,11.7871
236.1500,11.7890
236.2000,11.7910
236.2500,11.7936
236.3000,11.7965
236.3500,11.7999
236.4000,11.8105
236.4500,11.8243
236.5000,11.8360
236.5500,11.8379
236.6000,11.8394
236.6500,11.8387
236.7000,11.8386
236.7500,11.8393
236.8000,11.8406
236.8500,11.8383
236.9000,11.8360
236.9500,11.8415
237.0000,11.8512
237.0500,11.8525
237.1000,11.8508
237.1500,11.8495
237.2000,11.8486
237.2500,11.8481
237.3000,11.8479
237.3500,11.8485
237.4000,11.8493
237.4500,11.8505
237.5000,11.8522
237.5500,11.8606
237.6000,11.8645
237.6500,11.8688
237.7000,11.8730
237.7500,11.8781
237.8000,11.8840
237.8500,11.8886
237.9000,11.8899
237.9500,11.8914
238.0000,11.8998
238.0500,11.9090
238.1000,11.9133
238.1500,11.9194
238.2000,11.9272
238.2500,11.9368
238.3000,11.9481
238.3500,11.9572
238.4000,11.9601
238.4500,11.9635
238.5000,11.9673
238.5500,11.9724
238.6000,11.9839
238.6500,11.9976
238.7000,12.0125
238.7500,12.0257
238.8000,12.0406
238.8500,12.0495
238.9000,12.0500
238.9500,12.0532
239.0000,12.0589
239.0500,12.0672
239.1000,12.0781
239.1500,12.0843
239.2000,12.1017
239.2500,12.1257
239.3000,12.1523
239.3500,12.1652
239.4000,12.1677
239.4500,12.1684
239.5000,12.1704
239.5500,12.1738
239.6000,12.1784
239.6500,12.1713
239.7000,12.1643
239.7500,12.1595
239.8000,12.1569
239.8500,12.1563
239.9000,12.1573
239.9500,12.1513
240.0000,12.1437
240.0500,12.1457
